State,County,Household Income,95% CI - Low,95% CI - High,Population,% < 18,% 65 and over,
Kansas,Coffey,55705,48952,62458,8433,22.4,19.3,
Kansas,Comanche,45353,39754,50952,1954,26.6,22.9,
Kansas,Cowley,45180,40775,49585,35963,23.9,17.0,
Kansas,Crawford,38491,34766,42216,39290,21.9,14.8,
Kansas,Decatur,41434,36350,46518,2908,20.2,27.1,
Kansas,Dickinson,47493,42334,52652,19394,24.1,18.4,
Kansas,Doniphan,47599,41973,53225,7874,21.8,17.5,
Kansas,Douglas,49246,45594,52898,116585,19.0,10.3,
Kansas,Edwards,49256,44845,53667,3030,23.8,19.3,
Kansas,Elk,36471,32101,40841,2694,20.1,27.2,
Kansas,Ellis,49508,44025,54991,29013,21.9,13.8,
Kansas,Ellsworth,46961,41299,52623,6392,18.0,19.5,
Kansas,Finney,48609,44018,53200,37184,31.1,9.4,
Kansas,Ford,51144,45442,56846,34795,30.3,10.4,
Kansas,Franklin,50745,46373,55117,25611,24.8,15.4,
Kansas,Geary,41193,37816,44570,36713,30.2,7.6,
Kansas,Gove,50886,47073,54699,2727,23.8,23.2,
Kansas,Graham,45341,39664,51018,2566,20.0,25.4,
Kansas,Grant,60279,54532,66026,7816,32.0,11.2,
Kansas,Gray,58543,51968,65118,6082,29.2,14.4,
Kansas,Greeley,52795,46310,59280,1301,24.6,20.9,
Kansas,Greenwood,39732,35007,44457,6328,21.3,23.6,
Kansas,Hamilton,47709,42092,53326,2603,29.9,11.9,
Kansas,Harper,50525,46008,55042,5818,23.8,21.7,
Kansas,Harvey,55074,49281,60867,34820,25.2,17.9,
Kansas,Haskell,59596,52949,66243,4106,28.9,12.1,
Kansas,Hodgeman,52394,46084,58704,1916,22.7,23.2,
Kansas,Jackson,53796,48290,59302,13539,25.8,17.2,
Kansas,Jefferson,56927,52224,61630,18855,23.5,17.2,
Kansas,Jewell,44101,39109,49093,3043,19.5,27.3,
Kansas,Johnson,76104,73484,78724,574272,25.3,12.7,
Kansas,Kearny,53484,47543,59425,3915,29.2,14.1,
Kansas,Kingman,53378,47575,59181,7698,21.9,21.6,
Kansas,Kiowa,46318,40903,51733,2513,20.7,18.9,
Kansas,Labette,40822,37200,44444,20960,23.6,18.1,
Kansas,Lane,53739,46897,60581,1687,21.3,23.5,
Kansas,Leavenworth,65549,60852,70246,78797,24.3,12.7,
Kansas,Lincoln,44896,39514,50278,3167,24.3,20.7,
Kansas,Linn,44520,39017,50023,9502,23.3,20.9,
Kansas,Logan,49852,43578,56126,2794,22.3,19.7,
Kansas,Lyon,43038,39658,46418,33212,22.4,13.7,
Kansas,McPherson,57878,52753,63003,29241,23.2,19.0,
Kansas,Marion,47723,42328,53118,12208,21.6,22.3,
Kansas,Marshall,47901,42521,53281,10006,23.1,21.2,
Kansas,Meade,53903,47019,60787,4357,27.1,17.6,
Kansas,Miami,63924,58081,69767,32822,25.7,15.2,
Kansas,Mitchell,48645,42492,54798,6284,21.8,22.5,
Kansas,Montgomery,42221,38735,45707,34065,23.9,18.1,
Kansas,Morris,44774,39491,50057,5698,21.2,23.6,
Kansas,Morton,55378,48342,62414,3110,25.9,18.2,
Kansas,Nemaha,54149,48172,60126,10148,25.5,20.1,
Kansas,Neosho,41527,37908,45146,16416,24.8,18.4,
Kansas,Ness,51923,45558,58288,3105,23.2,23.8,
Kansas,Norton,44846,39553,50139,5560,19.0,19.4,
Kansas,Osage,52749,49228,56270,15936,23.8,18.5,
Kansas,Osborne,38848,35206,42490,3756,20.5,24.8,
Kansas,Ottawa,52744,46517,58971,6065,23.9,18.0,
Kansas,Pawnee,47351,41329,53373,6916,19.3,19.0,
Kansas,Phillips,45856,40706,51006,5533,23.5,21.4,
Kansas,Pottawatomie,65373,62127,68619,22897,29.3,13.2,
Kansas,Pratt,54701,48964,60438,9850,24.4,17.9,
Kansas,Rawlins,44932,39530,50334,2584,19.8,26.6,
Kansas,Reno,46533,42787,50279,63794,23.2,18.0,
Kansas,Republic,42381,37246,47516,4803,19.2,27.4,
Kansas,Rice,49152,43311,54993,10015,23.8,17.5,
Kansas,Riley,46468,42021,50915,75194,17.6,7.9,
Kansas,Rooks,48383,44581,52185,5155,23.3,20.6,
Kansas,Rush,43083,37914,48252,3197,19.5,24.2,
Kansas,Russell,45443,41249,49637,6956,21.6,22.4,
Kansas,Saline,48460,46134,50786,55755,24.2,15.7,
Kansas,Scott,56032,49114,62950,5080,25.9,17.8,
Kansas,Sedgwick,51175,49232,53118,508803,26.5,12.8,
Kansas,Seward,47381,42666,52096,23465,31.3,8.8,
Kansas,Shawnee,52795,49427,56163,178406,24.3,16.1,
Kansas,Sheridan,52300,46173,58427,2539,23.4,22.7,
Kansas,Sherman,43100,37941,48259,6110,23.8,18.3,
Kansas,Smith,41303,36518,46088,3769,19.8,26.3,
Kansas,Stafford,45945,40679,51211,4297,24.0,20.5,
Kansas,Stanton,56591,49322,63860,2111,27.9,16.6,
Kansas,Stevens,59773,52486,67060,5801,30.8,13.2,
Kansas,Sumner,52476,46987,57965,23528,24.9,17.1,
Kansas,Thomas,50639,44240,57038,7891,23.0,15.5,
Kansas,Trego,46859,41527,52191,2902,18.0,24.2,
Kansas,Wabaunsee,59160,52259,66061,7022,25.0,17.5,
Kansas,Wallace,49109,42842,55376,1506,24.6,21.4,
Kansas,Washington,43264,39303,47225,5598,22.7,23.6,
Kansas,Wichita,53447,46652,60242,2176,26.4,18.0,
Kansas,Wilson,39764,35305,44223,9028,23.9,20.1,
Kansas,Woodson,35502,31169,39835,3157,20.9,22.6,
Kansas,Wyandotte,37087,35190,38984,161636,28.3,11.2,
Kentucky,Adair,31558,27754,35362,19204,21.0,16.4,
Kentucky,Allen,39801,34968,44634,20384,23.9,16.1,
Kentucky,Anderson,54331,48643,60019,21888,23.9,14.2,
Kentucky,Ballard,44732,40166,49298,8240,21.9,19.5,
Kentucky,Barren,37666,34657,40675,43148,23.7,16.8,
Kentucky,Bath,34126,30376,37876,12206,25.3,16.0,
Kentucky,Bell,24868,22073,27663,27778,21.6,17.3,
Kentucky,Boone,66939,61475,72403,126413,27.3,11.2,
Kentucky,Bourbon,42812,38843,46781,19972,22.7,17.5,
Kentucky,Boyd,40224,36938,43510,48832,21.2,17.9,
Kentucky,Boyle,41538,37106,45970,29706,20.3,17.6,
Kentucky,Bracken,41910,36733,47087,8406,24.3,15.4,
Kentucky,Breathitt,28647,25425,31869,13409,21.1,15.4,
Kentucky,Breckinridge,41547,36822,46272,19888,22.9,17.6,
Kentucky,Bullitt,54924,51037,58811,77955,23.1,13.6,
Kentucky,Butler,35219,32487,37951,12875,22.8,17.5,
Kentucky,Caldwell,42640,38551,46729,12725,22.3,19.3,
Kentucky,Calloway,37705,34250,41160,38282,18.1,15.9,
Kentucky,Campbell,52349,47958,56740,91833,22.0,13.8,
Kentucky,Carlisle,40701,36343,45059,4978,22.2,19.9,
Kentucky,Carroll,43615,38150,49080,10815,25.6,14.7,
Kentucky,Carter,34991,31692,38290,27223,22.6,16.5,
Kentucky,Casey,29344,25754,32934,15891,22.6,18.8,
Kentucky,Christian,36736,33985,39487,74250,27.7,11.1,
Kentucky,Clark,49012,45221,52803,35758,22.8,16.3,
Kentucky,Clay,25215,22376,28054,21147,21.1,13.5,
Kentucky,Clinton,28341,24759,31923,10165,22.8,18.2,
Kentucky,Crittenden,38338,33611,43065,9224,22.7,19.3,
Kentucky,Cumberland,29067,25441,32693,6745,21.4,20.7,
Kentucky,Daviess,43390,39969,46811,98275,24.3,16.0,
Kentucky,Edmonson,38544,34446,42642,12013,19.4,19.3,
Kentucky,Elliott,30556,26943,34169,7672,18.8,18.3,
Kentucky,Estill,30333,26535,34131,14447,21.9,17.1,
Kentucky,Fayette,48552,45441,51663,310797,21.1,11.7,
Kentucky,Fleming,35878,31604,40152,14545,24.3,16.2,
Kentucky,Floyd,30127,26945,33309,38108,22.0,16.0,
Kentucky,Franklin,49400,44605,54195,49880,20.9,16.3,
Kentucky,Fulton,30671,26772,34570,6265,21.0,19.4,
Kentucky,Gallatin,45483,40623,50343,8589,25.6,12.3,
Kentucky,Garrard,43647,39299,47995,16858,22.1,16.4,
Kentucky,Grant,46226,41440,51012,24875,27.3,12.6,
Kentucky,Graves,39247,36750,41744,37618,24.4,17.2,
Kentucky,Grayson,35726,31501,39951,26194,23.8,16.2,
Kentucky,Green,33640,29390,37890,11043,20.9,19.6,
Kentucky,Greenup,42452,39327,45577,36308,21.9,19.1,
Kentucky,Hancock,50358,44311,56405,8753,25.5,16.1,
Kentucky,Hardin,50407,46321,54493,108266,25.1,12.3,
Kentucky,Harlan,26351,23555,29147,28163,22.7,16.3,
Kentucky,Harrison,41406,36835,45977,18592,23.3,16.5,
Kentucky,Hart,38038,34972,41104,18597,24.4,16.2,
Kentucky,Henderson,43040,39085,46995,46467,23.4,15.7,
Kentucky,Henry,43799,39024,48574,15572,23.9,16.0,
Kentucky,Hickman,41588,36365,46811,4734,19.8,23.6,
Kentucky,Hopkins,42477,39162,45792,46376,22.8,17.1,
Kentucky,Jackson,29090,25543,32637,13289,22.3,15.6,
Kentucky,Jefferson,48264,46510,50018,760026,22.7,14.5,
Kentucky,Jessamine,51227,46249,56205,50815,24.8,13.4,
Kentucky,Johnson,34271,30126,38416,23262,22.6,16.1,
Kentucky,Kenton,54728,50321,59135,163929,24.5,12.7,
Kentucky,Knott,27709,24471,30947,15892,20.4,15.8,
Kentucky,Knox,26048,23306,28790,31798,23.8,16.9,
Kentucky,Larue,40312,35533,45091,14180,22.4,17.0,
Kentucky,Laurel,34678,31182,38174,60015,23.6,15.0,
Kentucky,Lawrence,32835,28904,36766,15804,23.1,15.9,
Kentucky,Lee,25473,22417,28529,7594,19.0,15.0,
Kentucky,Leslie,27777,24248,31306,10918,21.6,16.2,
Kentucky,Letcher,28574,25479,31669,23359,21.6,16.7,
Kentucky,Lewis,30217,26405,34029,13880,22.9,16.6,
Kentucky,Lincoln,35368,31365,39371,24445,23.7,16.7,
Kentucky,Livingston,42892,37529,48255,9359,20.5,19.9,
Kentucky,Logan,41150,37459,44841,26867,24.2,17.2,
Kentucky,Lyon,43067,38607,47527,8430,15.3,23.4,
Kentucky,McCracken,41216,36709,45723,65316,21.9,18.2,
Kentucky,McCreary,24265,21214,27316,17863,22.2,14.0,
Kentucky,McLean,42288,37361,47215,9478,23.7,18.6,
Kentucky,Madison,44358,39592,49124,87340,21.1,12.7,
Kentucky,Magoffin,29421,25695,33147,12913,22.9,14.8,
Kentucky,Marion,39089,34304,43874,20007,23.7,14.8,
Kentucky,Marshall,45596,40929,50263,30953,20.1,21.1,
Kentucky,Martin,27484,23951,31017,12537,20.6,13.3,
Kentucky,Mason,40260,35244,45276,17166,23.6,16.8,
Kentucky,Meade,52377,47629,57125,29139,24.5,12.3,
Kentucky,Menifee,30828,27003,34653,6287,20.4,18.2,
Kentucky,Mercer,43945,39208,48682,21319,22.1,18.1,
Kentucky,Metcalfe,30460,26769,34151,9990,23.6,17.6,
Kentucky,Monroe,30172,26509,33835,10704,22.4,18.4,
Kentucky,Montgomery,41139,36087,46191,27474,24.2,14.8,
Kentucky,Morgan,30872,27047,34697,13303,18.8,14.6,
Kentucky,Muhlenberg,38916,35087,42745,31207,20.9,17.8,
Kentucky,Nelson,54540,50805,58275,44812,25.0,13.5,
Kentucky,Nicholas,37061,32398,41724,7041,22.7,17.2,
Kentucky,Ohio,38261,33950,42572,23977,24.5,16.9,
Kentucky,Oldham,92097,86884,97310,63490,26.2,11.7,
Kentucky,Owen,43626,38603,48649,10645,23.2,16.6,
Kentucky,Owsley,23047,20077,26017,4508,21.0,17.8,
Kentucky,Pendleton,47023,41303,52743,14493,22.5,14.5,
Kentucky,Perry,31265,27386,35144,27597,21.5,15.4,
Kentucky,Pike,32666,29899,35433,63034,21.0,15.9,
Kentucky,Powell,32783,28809,36757,12434,23.8,14.4,
Kentucky,Pulaski,32767,30125,35409,63825,22.7,17.7,
Kentucky,Robertson,37281,32498,42064,2197,19.8,22.0,
Kentucky,Rockcastle,33789,30049,37529,16826,22.0,16.6,
Kentucky,Rowan,37287,32827,41747,23655,19.3,13.4,
Kentucky,Russell,33623,30987,36259,17774,22.4,18.9,
Kentucky,Scott,61989,57007,66971,51284,25.8,10.7,
Kentucky,Shelby,57447,51988,62906,44875,24.1,14.0,
Kentucky,Simpson,45269,40254,50284,17826,24.1,15.8,
Kentucky,Spencer,67437,59291,75583,17668,23.8,12.4,
Kentucky,Taylor,34633,30490,38776,25257,22.1,17.3,
Kentucky,Todd,40002,35043,44961,12520,27.2,15.6,
Kentucky,Trigg,44676,39579,49773,14142,21.7,21.2,
Kentucky,Trimble,46708,40779,52637,8786,23.7,15.6,
Kentucky,Union,44119,39170,49068,15165,20.1,15.0,
Kentucky,Warren,48925,45551,52299,120460,22.5,12.0,
Kentucky,Washington,39983,35080,44886,11959,23.0,17.2,
Kentucky,Wayne,30619,27976,33262,20486,21.5,18.1,
Kentucky,Webster,43024,38126,47922,13236,23.0,16.4,
Kentucky,Whitley,31086,27849,34323,35503,23.9,15.1,
Kentucky,Wolfe,25768,22518,29018,7214,23.7,17.8,
Kentucky,Woodford,57067,51580,62554,25563,22.8,15.7,
Louisiana,Acadia,40269,35633,44905,62486,26.7,13.5,
Louisiana,Allen,36852,34437,39267,25713,22.5,13.3,
Louisiana,Ascension,67299,61785,72813,117029,27.6,10.2,
Louisiana,Assumption,46317,41879,50755,23034,22.9,15.2,
Louisiana,Avoyelles,34022,30158,37886,41145,23.8,15.5,
Louisiana,Beauregard,43918,39089,48747,36198,24.9,14.4,
Louisiana,Bienville,33134,29399,36869,13885,23.1,19.1,
Louisiana,Bossier,51138,47922,54354,125064,25.3,12.8,
Louisiana,Caddo,39812,36385,43239,252603,24.3,14.8,
Louisiana,Calcasieu,45979,42853,49105,197204,24.9,13.7,
Louisiana,Caldwell,36350,31882,40818,9894,22.6,16.5,
Louisiana,Cameron,59300,54604,63996,6679,22.6,15.0,
Louisiana,Catahoula,34116,30096,38136,10151,22.3,15.7,
Louisiana,Claiborne,35385,31198,39572,16412,18.4,17.5,
Louisiana,Concordia,31835,27948,35722,20466,24.6,15.2,
Louisiana,De Soto,40642,37041,44243,27142,24.7,16.0,
Louisiana,East Baton Rouge,46831,44077,49585,446042,22.8,12.4,
Louisiana,East Carroll,25402,22447,28357,7487,24.9,13.3,
Louisiana,East Feliciana,41651,36619,46683,19813,19.5,15.9,
Louisiana,Evangeline,32615,28896,36334,33700,26.4,14.3,
Louisiana,Franklin,32318,28579,36057,20441,25.5,16.9,
Louisiana,Grant,40668,35952,45384,22384,21.7,13.8,
Louisiana,Iberia,45226,41982,48470,73913,26.5,13.3,
Louisiana,Iberville,47377,43508,51246,33327,21.7,13.6,
Louisiana,Jackson,37130,32470,41790,15994,22.3,18.3,
Louisiana,Jefferson,47024,44904,49144,435716,21.9,15.1,
Louisiana,Jefferson Davis,37968,34031,41905,31477,25.9,15.2,
Louisiana,Lafayette,51340,49075,53605,235644,23.9,11.3,
Louisiana,Lafourche,47382,42552,52212,98020,23.6,13.7,
Louisiana,La Salle,44139,38529,49749,14839,22.9,15.9,
Louisiana,Lincoln,32889,30373,35405,47617,20.3,12.3,
Louisiana,Livingston,58818,54429,63207,135751,26.3,11.6,
Louisiana,Madison,26732,23474,29990,11843,24.6,12.9,
Louisiana,Morehouse,30636,27613,33659,26760,24.3,16.9,
Louisiana,Natchitoches,34522,30465,38579,39166,23.6,15.3,
Louisiana,Orleans,35468,33672,37264,384320,20.4,12.1,
Louisiana,Ouachita,40877,38251,43503,156325,25.5,13.3,
Louisiana,Plaquemines,51304,45360,57248,23447,26.7,12.2,
Louisiana,Pointe Coupee,44469,39486,49452,22406,23.0,18.2,
Louisiana,Rapides,40406,37187,43625,132488,25.2,14.9,
Louisiana,Red River,33322,29176,37468,8669,24.7,16.6,
Louisiana,Richland,36666,33219,40113,20740,25.1,15.1,
Louisiana,Sabine,39561,35052,44070,24199,24.4,18.5,
Louisiana,St. Bernard,45615,42590,48640,44409,26.9,9.8,
Louisiana,St. Charles,60751,54191,67311,52745,25.4,11.6,
Louisiana,St. Helena,35004,30669,39339,10619,22.5,17.6,
Louisiana,St. James,47477,42243,52711,21638,23.8,15.1,
Louisiana,St. John the Baptist,47225,42834,51616,43745,25.2,12.6,
Louisiana,St. Landry,32683,28919,36447,83709,27.1,14.8,
Louisiana,St. Martin,46713,42834,50592,53315,24.9,13.3,
Louisiana,St. Mary,42075,38185,45965,53162,24.6,14.5,
Louisiana,St. Tammany,63441,59339,67543,245829,24.5,14.9,
Louisiana,Tangipahoa,39927,36379,43475,127049,24.8,12.8,
Louisiana,Tensas,27522,24023,31021,4830,25.0,19.6,
Louisiana,Terrebonne,49044,44297,53791,113328,25.6,12.6,
Louisiana,Union,38998,34398,43598,22539,22.6,18.4,
Louisiana,Vermilion,45331,40644,50018,59616,26.5,13.9,
Louisiana,Vernon,46682,44303,49061,52132,26.6,10.5,
Louisiana,Washington,29749,26426,33072,46286,24.1,16.3,
Louisiana,Webster,36003,32027,39979,40333,23.3,18.1,
Louisiana,West Baton Rouge,51550,45575,57525,25085,24.1,12.0,
Louisiana,West Carroll,33959,29720,38198,11525,24.3,17.6,
Louisiana,West Feliciana,53679,46966,60392,15406,16.5,12.6,
Louisiana,Winn,36644,31997,41291,14743,21.8,16.2,
Maine,Androscoggin,46701,43264,50138,107440,22.0,16.0,
Maine,Aroostook,36066,33714,38418,69447,18.7,21.3,
Maine,Cumberland,61436,58921,63951,287797,19.6,16.4,
Maine,Franklin,41035,37298,44772,30296,18.7,19.2,
Maine,Hancock,45807,42323,49291,54696,17.4,21.5,
Maine,Kennebec,45556,41407,49705,121112,19.9,17.7,
Maine,Knox,50002,46621,53383,39676,18.4,22.4,
Maine,Lincoln,47905,43550,52260,34170,17.6,25.3,
Maine,Oxford,40120,36249,43991,57238,19.6,19.3,
Maine,Penobscot,42728,39729,45727,153414,18.7,16.5,
Maine,Piscataquis,36994,33947,40041,17026,17.7,23.6,
Maine,Sagadahoc,55630,49755,61505,35045,19.5,19.5,
Maine,Somerset,39001,35295,42707,51163,19.8,18.9,
Maine,Waldo,46598,43746,49450,39051,19.7,19.7,
Maine,Washington,38057,35487,40627,31808,18.9,22.0,
Maine,York,55482,52356,58608,200710,19.9,18.0,
Maryland,Allegany,39808,36972,42644,72952,17.6,19.2,
Maryland,Anne Arundel,86654,83500,89808,560133,22.6,13.4,
Maryland,Baltimore,67766,65072,70460,826925,21.6,15.8,
Maryland,Calvert,92446,84998,99894,90613,24.2,13.0,
Maryland,Caroline,49573,46003,53143,32538,24.0,15.4,
Maryland,Carroll,84500,80777,88223,167830,22.5,15.3,
Maryland,Cecil,62198,58400,65996,102383,23.6,13.8,
Maryland,Charles,86703,81489,91917,154747,24.9,11.0,
Maryland,Dorchester,42279,37403,47155,32578,21.4,19.7,
Maryland,Frederick,83698,80196,87200,243675,23.9,12.9,
Maryland,Garrett,47441,43975,50907,29679,19.8,20.0,
Maryland,Harford,79403,76447,82359,250105,23.0,14.6,
Maryland,Howard,106871,100358,113384,309284,24.6,12.2,
Maryland,Kent,53288,47421,59155,19820,17.0,24.4,
Maryland,Montgomery,97279,94630,99928,1030447,23.5,13.7,
Maryland,Prince George's,71904,70180,73628,904430,22.7,11.2,
Maryland,Queen Anne's,80650,74351,86949,48804,22.3,17.3,
Maryland,St. Mary's,84686,80050,89322,110382,24.9,12.0,
Maryland,Somerset,38376,34852,41900,25859,16.7,15.3,
Maryland,Talbot,54836,49703,59969,37643,18.6,26.6,
Maryland,Washington,54606,51088,58124,149573,22.3,15.8,
Maryland,Wicomico,51927,49265,54589,101539,21.9,14.4,
Maryland,Worcester,55691,51815,59567,51675,17.9,25.3,
Maryland,Baltimore City,41895,39753,44037,622793,21.2,12.3,
Massachusetts,Barnstable,64150,60620,67680,214914,15.9,27.8,
Massachusetts,Berkshire,49890,46375,53405,128715,17.9,20.9,
Massachusetts,Bristol,57732,55258,60206,554194,21.1,15.7,
Massachusetts,Dukes,61259,53730,68788,17356,18.3,19.8,
Massachusetts,Essex,70074,68225,71923,769091,22.0,15.6,
Massachusetts,Franklin,53953,49734,58172,70862,18.2,18.2,
Massachusetts,Hampden,49072,46614,51530,468161,22.5,15.3,
Massachusetts,Hampshire,57737,52913,62561,160939,15.6,14.7,
Massachusetts,Middlesex,84026,81263,86789,1570315,20.6,14.0,
Massachusetts,Nantucket,82596,74401,90791,10856,20.9,13.4,
Massachusetts,Norfolk,90039,87202,92876,692254,21.6,15.7,
Massachusetts,Plymouth,74576,71912,77240,507022,22.5,16.2,
Massachusetts,Suffolk,54280,52222,56338,767254,17.3,11.0,
Massachusetts,Worcester,65217,63364,67070,813475,22.0,14.1,
Michigan,Alcona,36377,33335,39419,10454,13.2,34.8,
Michigan,Alger,45308,40847,49769,9459,15.4,23.7,
Michigan,Allegan,54232,50022,58442,113847,24.9,15.1,
Michigan,Alpena,38121,34440,41802,28988,19.4,21.5,
Michigan,Antrim,45743,42173,49313,23267,19.0,25.2,
Michigan,Arenac,36460,32712,40208,15353,18.5,22.5,
Michigan,Baraga,41624,37214,46034,8654,19.0,19.1,
Michigan,Barry,57235,52749,61721,59281,22.9,16.9,
Michigan,Bay,46061,42989,49133,106179,21.0,18.3,
Michigan,Benzie,48846,44837,52855,17519,19.2,23.9,
Michigan,Berrien,44145,41602,46688,155233,22.5,17.8,
Michigan,Branch,46371,43081,49661,43545,23.7,16.6,
Michigan,Calhoun,45916,43384,48448,134878,23.2,16.4,
Michigan,Cass,48030,44701,51359,51608,21.3,19.4,
Michigan,Charlevoix,47991,43295,52687,26121,20.3,21.5,
Michigan,Cheboygan,41930,38636,45224,25675,17.8,24.7,
Michigan,Chippewa,38989,35855,42123,38321,19.1,16.1,
Michigan,Clare,34655,31787,37523,30652,20.0,21.8,
Michigan,Clinton,60650,55880,65420,77297,23.0,15.3,
Michigan,Crawford,41101,36992,45210,13745,18.0,24.0,
Michigan,Delta,43338,39221,47455,36559,20.3,21.4,
Michigan,Dickinson,45174,40993,49355,25957,20.1,20.4,
Michigan,Eaton,57088,54469,59707,108579,21.7,16.4,
Michigan,Emmet,50191,45731,54651,33204,20.6,19.7,
Michigan,Genesee,41787,40355,43219,412895,23.4,15.7,
Michigan,Gladwin,39721,36761,42681,25411,19.3,25.1,
Michigan,Gogebic,33600,30036,37164,15737,16.0,22.9,
Michigan,Grand Traverse,55592,51658,59526,90782,20.8,17.1,
Michigan,Gratiot,43509,39209,47809,41665,20.5,16.4,
Michigan,Hillsdale,44780,40890,48670,45830,22.3,17.7,
Michigan,Houghton,39126,35199,43053,36495,20.6,16.1,
Michigan,Huron,41678,39010,44346,32065,19.6,23.4,
Michigan,Ingham,45840,43797,47883,284582,20.4,11.9,
Michigan,Ionia,48681,44928,52434,64294,23.2,13.0,
Michigan,Iosco,37122,34484,39760,25420,17.1,27.9,
Michigan,Iron,35961,32385,39537,11387,16.5,28.2,
Michigan,Isabella,42431,39050,45812,70616,17.4,11.0,
Michigan,Jackson,46670,42646,50694,159741,22.1,16.0,
Michigan,Kalamazoo,46283,43255,49311,258818,22.1,13.5,
Michigan,Kalkaska,40709,37648,43770,17394,21.7,19.0,
Michigan,Kent,53342,51701,54983,629237,25.1,12.2,
Michigan,Keweenaw,40411,35254,45568,2217,17.1,30.9,
Michigan,Lake,30990,27742,34238,11341,16.9,26.2,
Michigan,Lapeer,51510,48839,54181,88153,22.0,15.9,
Michigan,Leelanau,60622,55767,65477,21915,17.4,27.7,
Michigan,Lenawee,48194,44185,52203,99047,21.9,16.8,
Michigan,Livingston,74341,71231,77451,185596,23.1,14.7,
Michigan,Luce,37590,33168,42012,6426,16.5,20.1,
Michigan,Mackinac,39359,35706,43012,11042,16.8,25.5,
Michigan,Macomb,54865,53150,56580,860112,21.9,15.6,
Michigan,Manistee,37477,33918,41036,24420,17.8,23.4,
Michigan,Marquette,44735,41651,47819,67676,18.1,16.6,
Michigan,Mason,42896,40045,45747,28824,20.7,21.2,
Michigan,Mecosta,41572,38046,45098,43186,18.9,16.9,
Michigan,Menominee,42191,37828,46554,23714,19.7,21.6,
Michigan,Midland,51629,47573,55685,83427,21.9,16.4,
Michigan,Missaukee,40455,37640,43270,15037,23.2,19.1,
Michigan,Monroe,57719,54428,61010,149824,22.4,15.7,
Michigan,Montcalm,41554,38889,44219,62893,22.9,16.0,
Michigan,Montmorency,37961,35161,40761,9300,15.2,29.4,
Michigan,Muskegon,42588,40659,44517,172344,23.8,15.1,
Michigan,Newaygo,41588,37709,45467,47900,23.2,17.9,
Michigan,Oakland,69378,67538,71218,1237868,22.1,15.1,
Michigan,Oceana,41166,39000,43332,26221,24.0,19.1,
Michigan,Ogemaw,35968,33100,38836,21039,18.8,24.3,
Michigan,Ontonagon,35387,32106,38668,6172,13.3,32.1,
Michigan,Osceola,40235,37649,42821,23169,23.5,19.1,
Michigan,Oscoda,33975,30076,37874,8371,18.8,26.1,
Michigan,Otsego,44693,40419,48967,24158,21.3,19.6,
Michigan,Ottawa,60577,58267,62887,276292,24.9,13.2,
Michigan,Presque Isle,39420,35843,42997,13004,16.5,28.7,
Michigan,Roscommon,35002,31275,38729,23955,15.1,30.0,
Michigan,Saginaw,44548,42661,46435,195012,22.0,17.3,
Michigan,St. Clair,50303,47916,52690,160078,22.0,16.7,
Michigan,St. Joseph,43687,41679,45695,60946,25.0,16.5,
Michigan,Sanilac,42081,39480,44682,41587,22.2,19.5,
Michigan,Schoolcraft,39539,34962,44116,8171,18.2,24.1,
Michigan,Shiawassee,47882,44198,51566,68933,22.3,16.4,
Michigan,Tuscola,43186,39822,46550,54000,21.4,18.3,
Michigan,Van Buren,46715,42958,50472,75199,24.2,16.0,
Michigan,Washtenaw,62861,60387,65335,356874,19.7,12.0,
Michigan,Wayne,41434,40643,42225,1764804,24.1,13.8,
Michigan,Wexford,39807,36237,43377,32886,23.3,17.6,
Minnesota,Aitkin,40676,37067,44285,15771,17.5,30.1,
Minnesota,Anoka,70868,68505,73231,341864,24.4,11.9,
Minnesota,Becker,51116,47806,54426,33259,24.6,19.3,
Minnesota,Beltrami,43706,40245,47167,45664,25.4,14.4,
Minnesota,Benton,52531,47446,57616,39506,24.7,13.5,
Minnesota,Big Stone,46495,41487,51503,5127,20.6,25.7,
Minnesota,Blue Earth,49513,45303,53723,65385,19.7,13.0,
Minnesota,Brown,52272,47773,56771,25292,21.7,20.0,
Minnesota,Carlton,53291,49191,57391,35571,22.7,16.3,
Minnesota,Carver,88500,80672,96328,97338,27.9,10.0,
Minnesota,Cass,45179,42558,47800,28559,21.1,23.8,
Minnesota,Chippewa,51274,45160,57388,12110,22.9,20.2,
Minnesota,Chisago,75122,71219,79025,54025,23.6,13.9,
Minnesota,Clay,55560,50552,60568,61286,23.2,12.7,
Minnesota,Clearwater,43674,39878,47470,8791,24.7,19.5,
Minnesota,Cook,48593,43042,54144,5233,16.3,24.3,
Minnesota,Cottonwood,48176,43427,52925,11633,23.6,22.5,
Minnesota,Crow Wing,50162,47635,52689,63265,22.2,20.7,
Minnesota,Dakota,76269,74268,78270,412529,25.0,12.1,
Minnesota,Dodge,68777,63561,73993,20353,27.6,13.2,
Minnesota,Douglas,52298,48404,56192,36790,21.1,21.6,
Minnesota,Faribault,48163,44594,51732,14192,22.0,22.5,
Minnesota,Fillmore,52444,48495,56393,20776,23.7,20.4,
Minnesota,Freeborn,47203,42878,51528,30840,21.9,21.5,
Minnesota,Goodhue,60869,54920,66818,46423,22.9,18.5,
Minnesota,Grant,48179,42796,53562,5956,21.6,23.3,
Minnesota,Hennepin,64490,62550,66430,1212064,22.3,12.5,
Minnesota,Houston,59900,56442,63358,18738,21.4,19.4,
