State,County,Household Income,95% CI - Low,95% CI - High,Population,% < 18,% 65 and over,
Texas,Upton,55918,48858,62978,3454,28.5,13.8,
Texas,Uvalde,37933,33427,42439,27117,27.8,16.0,
Texas,Val Verde,41437,36933,45941,48974,28.9,13.8,
Texas,Van Zandt,43377,39658,47096,52910,23.5,19.8,
Texas,Victoria,51003,46214,55792,91081,25.8,14.6,
Texas,Walker,39984,35997,43971,69789,15.6,11.4,
Texas,Waller,50589,45287,55891,46820,24.0,11.5,
Texas,Ward,53244,46783,59705,11625,28.0,14.1,
Texas,Washington,55139,50976,59302,34438,21.6,19.8,
Texas,Webb,37935,35585,40285,266673,34.0,8.7,
Texas,Wharton,44110,39665,48555,41168,25.9,15.8,
Texas,Wheeler,52548,46501,58595,5714,26.4,17.2,
Texas,Wichita,43379,40247,46511,132355,22.8,13.8,
Texas,Wilbarger,39377,34541,44213,12973,23.6,16.9,
Texas,Willacy,29782,26110,33454,21903,25.3,12.6,
Texas,Williamson,73098,70130,76066,489250,27.1,10.9,
Texas,Wilson,62752,57868,67636,46402,24.8,14.9,
Texas,Winkler,55493,48779,62207,7821,30.4,10.9,
Texas,Wise,59904,54482,65326,61638,25.1,14.4,
Texas,Wood,42753,38678,46828,42852,19.7,26.5,
Texas,Yoakum,60738,53201,68275,8286,32.3,11.9,
Texas,Young,41872,36923,46821,18350,24.0,19.4,
Texas,Zapata,33291,29064,37518,14319,33.4,11.6,
Texas,Zavala,26336,22991,29681,12267,30.6,12.5,
Utah,Beaver,50818,45273,56363,6461,32.3,13.7,
Utah,Box Elder,56313,51063,61563,51518,32.8,12.2,
Utah,Cache,51735,49706,53764,118343,31.1,8.6,
Utah,Carbon,47340,42176,52504,20660,26.9,15.3,
Utah,Daggett,53006,46150,59862,1117,23.0,21.2,
Utah,Davis,70797,67592,74002,329692,33.3,9.1,
Utah,Duchesne,61976,57989,65963,20380,34.3,10.9,
Utah,Emery,49709,45766,53652,10631,31.0,14.6,
Utah,Garfield,45666,40315,51017,5024,25.3,19.0,
Utah,Grand,43344,38430,48258,9429,22.7,15.9,
Utah,Iron,43615,38642,48588,47269,29.2,11.4,
Utah,Juab,55204,49860,60548,10486,35.1,11.7,
Utah,Kane,48456,43184,53728,7254,22.9,21.5,
Utah,Millard,52623,47641,57605,12606,31.4,16.1,
Utah,Morgan,82597,72261,92933,10608,35.4,11.3,
Utah,Piute,37730,32920,42540,1484,25.7,24.7,
Utah,Rich,56772,49509,64035,2293,29.7,17.7,
Utah,Salt Lake,62536,60545,64527,1091742,28.3,9.6,
Utah,San Juan,40590,35587,45593,15251,32.2,11.9,
Utah,Sanpete,44644,39605,49683,28477,27.6,12.8,
Utah,Sevier,48622,44291,52953,20773,30.2,15.7,
Utah,Summit,92560,84085,101035,39105,26.2,9.8,
Utah,Tooele,64193,57629,70757,61598,34.5,8.6,
Utah,Uintah,65489,59306,71672,36867,33.8,9.1,
Utah,Utah,60957,59499,62415,560974,34.9,7.2,
Utah,Wasatch,65207,58697,71717,27714,32.9,9.4,
Utah,Washington,50169,46004,54334,151948,28.3,19.6,
Utah,Wayne,42366,38019,46713,2723,27.1,18.8,
Utah,Weber,59293,56654,61932,240475,29.2,11.1,
Vermont,Addison,59089,55546,62632,37009,18.2,16.9,
Vermont,Bennington,44674,40896,48452,36445,19.5,21.2,
Vermont,Caledonia,45029,41852,48206,30981,20.4,17.8,
Vermont,Chittenden,61908,58305,65511,160531,18.7,13.2,
Vermont,Essex,35570,31325,39815,6125,17.6,23.3,
Vermont,Franklin,59184,54793,63575,48642,23.1,13.9,
Vermont,Grand Isle,60081,53561,66601,6994,18.9,17.9,
Vermont,Lamoille,49142,44445,53839,25082,21.2,15.2,
Vermont,Orange,53025,49503,56547,28859,19.7,17.6,
Vermont,Orleans,42089,39100,45078,27082,20.1,20.3,
Vermont,Rutland,44888,41044,48732,60086,18.4,19.4,
Vermont,Washington,58673,54372,62974,58998,19.4,17.0,
Vermont,Windham,49616,45385,53847,43714,18.9,19.3,
Vermont,Windsor,51513,47931,55095,56014,18.8,20.7,
Virginia,Accomack,38390,34370,42410,33021,20.9,21.3,
Virginia,Albemarle,67083,61298,72868,104489,21.0,16.5,
Virginia,Alleghany,45454,39877,51031,15820,19.1,24.3,
Virginia,Amelia,51738,45487,57989,12855,21.1,18.2,
Virginia,Amherst,43998,39150,48846,32041,19.8,18.9,
Virginia,Appomattox,44397,39278,49516,15279,21.9,19.1,
Virginia,Arlington,107143,102395,111891,226908,17.2,9.3,
Virginia,Augusta,57808,55018,60598,73862,19.7,19.4,
Virginia,Bath,43852,38405,49299,4563,16.0,25.0,
Virginia,Bedford,55507,51069,59945,76583,20.4,19.4,
Virginia,Bland,42624,37298,47950,6625,16.7,20.3,
Virginia,Botetourt,63646,56387,70905,33100,20.1,19.9,
Virginia,Brunswick,37344,32957,41731,16498,17.7,19.2,
Virginia,Buchanan,32083,28706,35460,23106,17.7,19.4,
Virginia,Buckingham,38731,34184,43278,16913,18.8,16.9,
Virginia,Campbell,46663,42465,50861,54885,20.1,18.1,
Virginia,Caroline,56099,49680,62518,29778,23.5,15.1,
Virginia,Carroll,38474,34574,42374,29621,19.3,21.7,
Virginia,Charles City,49768,43639,55897,7023,15.8,21.3,
Virginia,Charlotte,36339,32446,40232,12225,21.6,20.2,
Virginia,Chesterfield,72972,69527,76417,332499,24.4,12.8,
Virginia,Clarke,70281,62231,78331,14423,21.4,18.1,
Virginia,Craig,46551,40586,52516,5234,19.3,21.1,
Virginia,Culpeper,62394,55805,68983,49166,25.4,13.9,
Virginia,Cumberland,41409,36240,46578,9827,21.0,19.3,
Virginia,Dickenson,32103,28487,35719,15308,20.6,18.9,
Virginia,Dinwiddie,52288,47455,57121,27859,20.3,16.3,
Virginia,Essex,48277,43904,52650,11103,20.0,20.4,
Virginia,Fairfax,110507,108304,112710,1137538,23.8,11.5,
Virginia,Fauquier,89106,82401,95811,68248,23.9,14.9,
Virginia,Floyd,43355,38865,47845,15578,20.5,20.4,
Virginia,Fluvanna,64258,57375,71141,26092,21.2,18.3,
Virginia,Franklin,47419,42502,52336,56358,19.7,20.8,
Virginia,Frederick,65485,59897,71073,82377,23.5,15.2,
Virginia,Giles,45979,41426,50532,16815,20.7,20.0,
Virginia,Gloucester,58900,53286,64514,37141,20.5,17.5,
Virginia,Goochland,86610,77568,95652,21936,19.1,19.4,
Virginia,Grayson,31893,28284,35502,15093,17.9,23.6,
Virginia,Greene,61762,55323,68201,19031,24.3,15.7,
Virginia,Greensville,36459,31874,41044,11681,17.5,15.1,
Virginia,Halifax,39079,35115,43043,35200,20.8,22.0,
Virginia,Hanover,81940,75832,88048,101918,22.7,15.7,
Virginia,Henrico,62446,59719,65173,321924,23.4,13.8,
Virginia,Henry,34842,31424,38260,52081,19.8,21.8,
Virginia,Highland,38636,33657,43615,2248,13.3,29.4,
Virginia,Isle of Wight,64350,57748,70952,36007,21.1,17.3,
Virginia,James City,75926,68651,83201,72583,21.0,22.8,
Virginia,King and Queen,46331,40943,51719,7175,18.7,20.6,
Virginia,King George,76206,68172,84240,25371,26.2,11.7,
Virginia,King William,64305,57770,70840,16186,23.5,14.4,
Virginia,Lancaster,45827,40409,51245,11044,15.0,35.2,
Virginia,Lee,31429,27534,35324,24951,19.3,18.8,
Virginia,Loudoun,122641,118771,126511,363050,29.4,7.9,
Virginia,Louisa,60121,54669,65573,34348,21.0,17.6,
Virginia,Lunenburg,37548,33664,41432,12466,18.7,19.7,
Virginia,Madison,52513,46013,59013,13157,21.0,20.5,
Virginia,Mathews,58268,51164,65372,8836,16.9,28.2,
Virginia,Mecklenburg,38500,34336,42664,31192,19.1,23.8,
Virginia,Middlesex,48921,42974,54868,10696,15.6,29.0,
Virginia,Montgomery,43484,40129,46839,97244,16.0,11.0,
Virginia,Nelson,48076,42185,53967,14850,18.8,23.7,
Virginia,New Kent,72406,64228,80584,20021,20.9,15.1,
Virginia,Northampton,36822,32349,41295,12121,19.9,24.4,
Virginia,Northumberland,51422,45513,57331,12251,15.9,34.3,
Virginia,Nottoway,37996,33163,42829,15579,20.4,18.3,
Virginia,Orange,59282,52821,65743,35026,21.9,19.7,
Virginia,Page,44851,42453,47249,23848,20.3,19.8,
Virginia,Patrick,34885,30752,39018,18264,18.1,24.2,
Virginia,Pittsylvania,44207,40291,48123,62383,19.9,20.0,
Virginia,Powhatan,75539,69341,81737,28449,19.2,15.7,
Virginia,Prince Edward,37543,32912,42174,23074,16.5,15.4,
Virginia,Prince George,61792,55734,67850,37333,21.2,12.4,
Virginia,Prince William,91886,88771,95001,446094,28.1,8.3,
Virginia,Pulaski,46186,41756,50616,34322,18.4,20.6,
Virginia,Rappahannock,62800,55434,70166,7361,17.6,23.8,
Virginia,Richmond,42204,36942,47466,8902,17.1,19.5,
Virginia,Roanoke,61935,57986,65884,93785,20.8,19.6,
Virginia,Rockbridge,48497,43657,53337,22327,17.4,24.2,
Virginia,Rockingham,55798,52496,59100,78171,22.4,18.0,
Virginia,Russell,37378,33272,41484,28023,19.7,18.8,
Virginia,Scott,36290,31810,40770,22384,18.9,21.5,
Virginia,Shenandoah,45430,40962,49898,43021,21.5,20.2,
Virginia,Smyth,37831,34420,41242,31555,20.1,20.0,
Virginia,Southampton,46521,41075,51967,18059,19.0,18.0,
Virginia,Spotsylvania,75714,71842,79586,129188,25.6,12.2,
Virginia,Stafford,92647,86001,99293,139992,26.8,9.1,
Virginia,Surry,48707,42759,54655,6790,18.2,19.1,
Virginia,Sussex,37748,33038,42458,11767,16.0,16.2,
Virginia,Tazewell,38292,33906,42678,43452,19.6,19.2,
Virginia,Warren,60714,54878,66550,38987,22.6,14.5,
Virginia,Washington,43353,39768,46938,54729,19.1,20.3,
Virginia,Westmoreland,48232,43016,53448,17477,18.5,23.7,
Virginia,Wise,38528,35629,41427,39935,20.0,15.9,
Virginia,Wythe,41132,36771,45493,29121,20.1,19.7,
Virginia,York,81169,74974,87364,66342,24.1,14.6,
Virginia,Alexandria City,86419,80805,92033,150575,17.8,10.1,
Virginia,Bedford City,,,,,,,
Virginia,Bristol City,34099,29901,38297,17184,20.0,19.9,
Virginia,Buena Vista City,38331,33535,43127,6603,21.8,17.6,
Virginia,Charlottesville City,45890,40445,51335,45593,15.6,9.5,
Virginia,Chesapeake City,66625,64387,68863,233371,24.5,11.8,
Virginia,Colonial Heights City,52355,47278,57432,17731,23.1,20.1,
Virginia,Covington City,36503,31918,41088,5802,22.5,18.9,
Virginia,Danville City,33646,30525,36767,42444,22.3,19.7,
Virginia,Emporia City,33160,28900,37420,5462,23.8,17.5,
Virginia,Fairfax City,94067,85730,102404,24483,23.5,15.4,
Virginia,Falls Church City,125635,110106,141164,13601,26.6,11.4,
Virginia,Franklin City,38583,35341,41825,8526,26.2,17.5,
Virginia,Fredericksburg City,51195,45090,57300,28350,20.3,10.1,
Virginia,Galax City,33182,28950,37414,7014,23.9,20.0,
Virginia,Hampton City,47615,44265,50965,136879,21.7,13.7,
Virginia,Harrisonburg City,38541,34378,42704,52478,16.2,8.1,
Virginia,Hopewell City,40122,36582,43662,22196,25.3,15.7,
Virginia,Lexington City,40829,35617,46041,7311,12.3,14.1,
Virginia,Lynchburg City,40065,36977,43153,79047,20.0,14.0,
Virginia,Manassas City,72510,65490,79530,42081,27.0,8.2,
Virginia,Manassas Park City,73065,65761,80369,15174,24.9,7.5,
Virginia,Martinsville City,29971,26684,33258,13711,23.3,20.4,
Virginia,Newport News City,48440,45066,51814,182965,23.5,11.6,
Virginia,Norfolk City,42567,40239,44895,245428,20.3,9.9,
Virginia,Norton City,31620,27625,35615,4031,22.9,14.8,
Virginia,Petersburg City,32749,29365,36133,32701,22.1,15.3,
Virginia,Poquoson City,84213,73650,94776,12048,21.8,18.3,
Virginia,Portsmouth City,43045,38732,47358,96004,23.4,13.9,
Virginia,Radford City,34267,30173,38361,17646,13.3,7.9,
Virginia,Richmond City,42074,39279,44869,217853,18.4,11.4,
Virginia,Roanoke City,40735,37642,43828,99428,22.1,14.9,
Virginia,Salem City,54195,49385,59005,25483,19.9,17.1,
Virginia,Staunton City,42552,37867,47237,24538,18.9,20.6,
Virginia,Suffolk City,60735,55989,65481,86806,24.9,13.0,
Virginia,Virginia Beach City,67676,64499,70853,450980,22.8,12.3,
Virginia,Waynesboro City,44843,41109,48577,21366,23.8,17.4,
Virginia,Williamsburg City,46954,41222,52686,14691,10.6,15.8,
Virginia,Winchester City,44537,39691,49383,27543,22.5,14.6,
Washington,Adams,47423,41526,53320,19179,35.3,10.2,
Washington,Asotin,44055,39157,48953,22189,21.0,20.9,
Washington,Benton,58750,55559,61941,186486,26.7,13.4,
Washington,Chelan,49174,44234,54114,74588,24.2,17.5,
Washington,Clallam,47185,42846,51524,72715,17.7,26.9,
Washington,Clark,61747,60137,63357,451008,25.2,13.8,
Washington,Columbia,45465,40449,50481,3985,19.0,26.6,
Washington,Cowlitz,44235,40804,47666,102133,22.9,18.1,
Washington,Douglas,51151,46511,55791,39804,26.2,15.9,
Washington,Ferry,39992,35281,44703,7667,18.6,22.3,
Washington,Franklin,55006,50460,59552,87809,33.5,7.9,
Washington,Garfield,46404,40570,52238,2215,19.9,24.6,
Washington,Grant,50388,47079,53697,93147,30.2,12.6,
Washington,Grays Harbor,43205,40536,45874,70818,21.1,18.9,
Washington,Island,59358,55151,63565,79275,18.9,22.5,
Washington,Jefferson,50964,45813,56115,30228,13.4,31.8,
Washington,King,75738,74164,77312,2079967,21.0,12.2,
Washington,Kitsap,61898,59141,64655,254183,20.9,16.1,
Washington,Kittitas,48127,44313,51941,42522,18.1,14.6,
Washington,Klickitat,49348,43837,54859,20861,20.5,21.1,
Washington,Lewis,44243,40033,48453,75128,21.9,19.8,
Washington,Lincoln,49955,44266,55644,10250,21.7,23.9,
Washington,Mason,52313,48729,55897,60711,19.3,21.3,
Washington,Okanogan,37782,34163,41401,41290,23.4,19.8,
Washington,Pacific,40189,35723,44655,20561,17.0,27.9,
Washington,Pend Oreille,42579,37568,47590,12985,20.0,23.1,
Washington,Pierce,60397,58668,62126,831928,24.0,12.7,
Washington,San Juan,54721,49707,59735,16015,14.1,29.4,
Washington,Skagit,51395,48195,54595,120365,22.5,18.7,
Washington,Skamania,52673,46477,58869,11340,20.8,17.4,
Washington,Snohomish,71890,69878,73902,759583,23.2,12.1,
Washington,Spokane,50083,47828,52338,484318,22.5,14.8,
Washington,Stevens,43823,40280,47366,43650,22.1,20.7,
Washington,Thurston,61653,58548,64758,265851,22.1,15.2,
Washington,Wahkiakum,51022,47871,54173,4067,17.3,30.7,
Washington,Walla Walla,49819,45816,53822,59844,21.7,16.5,
Washington,Whatcom,53733,50659,56807,208351,20.2,15.4,
Washington,Whitman,41837,37154,46520,46827,15.2,10.0,
Washington,Yakima,44342,41672,47012,247687,29.8,12.8,
West Virginia,Barbour,35615,31283,39947,16766,20.9,18.3,
West Virginia,Berkeley,56737,52847,60627,110497,24.2,13.3,
West Virginia,Boone,37625,33331,41919,23714,22.4,16.8,
West Virginia,Braxton,33817,29823,37811,14463,20.4,20.0,
West Virginia,Brooke,43572,38517,48627,23530,17.8,21.5,
West Virginia,Cabell,34887,32525,37249,97109,20.1,17.0,
West Virginia,Calhoun,32162,28219,36105,7513,19.1,20.7,
West Virginia,Clay,32961,29441,36481,8941,22.8,19.1,
West Virginia,Doddridge,41838,37153,46523,8391,17.7,16.9,
West Virginia,Fayette,36739,34204,39274,45132,20.6,18.7,
West Virginia,Gilmer,32705,28597,36813,8618,13.8,14.9,
West Virginia,Grant,41039,37743,44335,11687,19.9,22.2,
West Virginia,Greenbrier,36996,32671,41321,35450,19.5,21.3,
West Virginia,Hampshire,35980,31636,40324,23483,20.1,19.8,
West Virginia,Hancock,48178,45541,50815,30112,19.8,20.2,
West Virginia,Hardy,41010,36816,45204,13923,20.3,19.8,
West Virginia,Harrison,42121,39216,45026,68761,21.5,17.9,
West Virginia,Jackson,41121,36037,46205,29126,21.8,19.0,
West Virginia,Jefferson,66950,62581,71319,55713,22.9,14.1,
West Virginia,Kanawha,43936,40845,47027,190223,20.5,18.1,
West Virginia,Lewis,40568,36401,44735,16414,20.4,19.5,
West Virginia,Lincoln,34295,30181,38409,21561,22.5,17.2,
West Virginia,Logan,36437,32661,40213,35348,20.7,17.2,
West Virginia,McDowell,24707,22369,27045,20448,20.6,18.1,
West Virginia,Marion,43729,39724,47734,56803,19.9,18.1,
West Virginia,Marshall,43356,38285,48427,32416,20.1,19.6,
West Virginia,Mason,35799,31729,39869,27016,21.2,18.8,
West Virginia,Mercer,35046,31339,38753,61785,21.0,19.3,
West Virginia,Mineral,40012,35394,44630,27578,20.0,19.9,
West Virginia,Mingo,29839,26524,33154,25716,22.1,15.5,
West Virginia,Monongalia,43835,39641,48029,103463,16.0,10.8,
West Virginia,Monroe,36351,31958,40744,13582,20.9,22.4,
West Virginia,Morgan,44446,39259,49633,17453,19.0,20.9,
West Virginia,Nicholas,36375,32182,40568,25827,20.8,19.2,
West Virginia,Ohio,40195,37486,42904,43328,19.2,19.5,
West Virginia,Pendleton,38204,33772,42636,7371,17.8,24.6,
West Virginia,Pleasants,44801,39429,50173,7634,19.4,18.3,
West Virginia,Pocahontas,34341,30508,38174,8662,17.4,22.4,
West Virginia,Preston,41420,37501,45339,33788,19.3,17.4,
West Virginia,Putnam,59472,53714,65230,56770,22.9,16.6,
West Virginia,Raleigh,40270,36923,43617,78241,21.2,18.2,
West Virginia,Randolph,37468,33715,41221,29429,19.2,20.0,
West Virginia,Ritchie,46383,43382,49384,10011,20.3,20.1,
West Virginia,Roane,33041,29351,36731,14664,21.9,19.3,
West Virginia,Summers,32456,30056,34856,13417,17.1,21.1,
West Virginia,Taylor,40305,35391,45219,17069,20.5,17.8,
West Virginia,Tucker,36466,32503,40429,6927,17.1,22.7,
West Virginia,Tyler,41019,36189,45849,9098,20.1,20.2,
West Virginia,Upshur,38387,34618,42156,24731,20.6,18.2,
West Virginia,Wayne,37242,33245,41239,41122,21.2,18.4,
West Virginia,Webster,29331,26170,32492,8834,19.9,21.5,
West Virginia,Wetzel,40013,35152,44874,15988,20.1,21.4,
West Virginia,Wirt,38600,33815,43385,5845,21.0,18.4,
West Virginia,Wood,41932,39119,44745,86237,21.1,18.6,
West Virginia,Wyoming,34419,30462,38376,22598,21.4,17.5,
Wisconsin,Adams,42063,38745,45381,20215,14.9,27.1,
Wisconsin,Ashland,41294,38052,44536,16103,22.6,17.5,
Wisconsin,Barron,46375,42082,50668,45455,21.7,20.2,
Wisconsin,Bayfield,44395,41303,47487,14985,18.0,23.9,
Wisconsin,Brown,54141,51183,57099,256670,24.3,13.1,
Wisconsin,Buffalo,50998,47700,54296,13188,21.1,20.0,
Wisconsin,Burnett,41810,38830,44790,15328,18.1,26.3,
Wisconsin,Calumet,68430,63018,73842,49491,25.4,13.3,
Wisconsin,Chippewa,52485,48453,56517,63460,22.7,16.2,
Wisconsin,Clark,45316,42515,48117,34423,29.3,16.0,
Wisconsin,Columbia,59020,54883,63157,56615,22.4,16.2,
Wisconsin,Crawford,43562,39370,47754,16392,21.0,20.6,
Wisconsin,Dane,61937,59695,64179,516284,21.1,11.9,
Wisconsin,Dodge,54359,50228,58490,88574,20.7,16.3,
Wisconsin,Door,49717,45079,54355,27766,16.8,26.4,
Wisconsin,Douglas,46475,42747,50203,43698,20.6,16.3,
Wisconsin,Dunn,52224,47826,56622,44305,20.0,14.7,
Wisconsin,Eau Claire,48102,44623,51581,101564,20.5,14.1,
Wisconsin,Florence,44562,39186,49938,4481,15.0,25.8,
Wisconsin,Fond du Lac,52149,50034,54264,101759,21.9,16.6,
Wisconsin,Forest,41418,37430,45406,9127,20.6,21.8,
Wisconsin,Grant,46972,43681,50263,51829,20.3,16.3,
Wisconsin,Green,53328,48941,57715,37063,23.1,16.9,
Wisconsin,Green Lake,51175,46077,56273,18836,23.0,20.8,
Wisconsin,Iowa,58419,53037,63801,23825,23.3,16.7,
Wisconsin,Iron,39408,35635,43181,5917,15.9,28.2,
Wisconsin,Jackson,47985,44076,51894,20652,22.4,17.6,
Wisconsin,Jefferson,56365,52040,60690,84395,22.4,15.0,
Wisconsin,Juneau,45158,41087,49229,26395,20.5,19.0,
Wisconsin,Kenosha,53945,49657,58233,168068,24.1,12.5,
Wisconsin,Kewaunee,56160,50097,62223,20444,22.0,18.9,
Wisconsin,La Crosse,49790,46277,53303,118011,20.4,14.8,
Wisconsin,Lafayette,52260,48037,56483,16853,24.9,16.5,
Wisconsin,Langlade,40968,36287,45649,19410,19.9,22.2,
Wisconsin,Lincoln,48881,44596,53166,28493,20.4,19.8,
Wisconsin,Manitowoc,48430,44114,52746,80160,21.2,18.6,
Wisconsin,Marathon,54400,50260,58540,135780,23.4,15.9,
Wisconsin,Marinette,43701,40781,46621,41298,19.6,21.7,
Wisconsin,Marquette,43661,39910,47412,15050,19.6,22.6,
Wisconsin,Menominee,36774,34011,39537,4522,32.8,12.6,
Wisconsin,Milwaukee,42946,41395,44497,956406,24.4,12.1,
Wisconsin,Monroe,52978,49309,56647,45379,25.3,15.7,
Wisconsin,Oconto,52776,48607,56945,37417,20.7,18.5,
Wisconsin,Oneida,49040,44741,53339,35563,17.2,23.9,
Wisconsin,Outagamie,59377,55252,63502,182006,24.1,13.2,
Wisconsin,Ozaukee,77364,69780,84948,87470,22.0,17.5,
Wisconsin,Pepin,53828,49814,57842,7335,21.9,20.8,
Wisconsin,Pierce,68471,64512,72430,40958,21.3,12.5,
Wisconsin,Polk,52411,49758,55064,43437,21.8,18.5,
Wisconsin,Portage,52075,49051,55099,70482,19.7,14.6,
Wisconsin,Price,42659,39044,46274,13675,17.7,24.0,
Wisconsin,Racine,54782,52163,57401,195163,23.9,14.7,
Wisconsin,Richland,44026,40273,47779,17662,22.3,19.5,
Wisconsin,Rock,51237,47845,54629,161188,23.9,15.1,
Wisconsin,Rusk,39999,37900,42098,14333,21.1,22.1,
Wisconsin,St. Croix,75920,70951,80889,86759,25.9,12.2,
Wisconsin,Sauk,50243,45744,54742,63379,23.0,17.0,
Wisconsin,Sawyer,40701,36533,44869,16437,19.9,23.3,
Wisconsin,Shawano,47841,44560,51122,41579,21.9,19.8,
Wisconsin,Sheboygan,55335,51442,59228,115290,22.8,16.2,
Wisconsin,Taylor,48683,45263,52103,20540,23.7,18.3,
Wisconsin,Trempealeau,50266,46892,53640,29509,24.4,16.9,
Wisconsin,Vernon,46943,42506,51380,30362,25.9,18.5,
Wisconsin,Vilas,41211,38415,44007,21398,16.8,29.0,
Wisconsin,Walworth,52852,50053,55651,103527,21.9,15.3,
Wisconsin,Washburn,42079,39901,44257,15694,19.5,23.9,
Wisconsin,Washington,69346,65352,73340,133251,23.0,15.7,
Wisconsin,Waukesha,76584,73504,79664,395118,22.4,16.5,
Wisconsin,Waupaca,52850,49577,56123,52066,21.2,19.5,
Wisconsin,Waushara,46835,42976,50694,24178,18.7,22.5,
Wisconsin,Winnebago,52711,50488,54934,169511,20.8,14.7,
Wisconsin,Wood,51003,48093,53913,73608,21.9,18.6,
Wyoming,Albany,42838,39882,45794,37811,16.5,9.8,
Wyoming,Big Horn,50437,46409,54465,11930,25.3,19.2,
Wyoming,Campbell,79358,70667,88049,48320,28.0,7.1,
Wyoming,Carbon,58225,51308,65142,15854,23.9,13.8,
Wyoming,Converse,63166,55693,70639,14097,24.7,14.1,
Wyoming,Crook,59701,52485,66917,7248,23.5,18.0,
Wyoming,Fremont,48624,46030,51218,40703,25.5,16.2,
Wyoming,Goshen,45721,40782,50660,13514,20.1,20.5,
Wyoming,Hot Springs,44427,38933,49921,4816,20.8,23.6,
Wyoming,Johnson,51434,44913,57955,8573,22.0,20.6,
Wyoming,Laramie,57192,52154,62230,96389,23.5,14.3,
Wyoming,Lincoln,63575,56781,70369,18567,27.0,14.8,
Wyoming,Natrona,57427,52536,62318,81624,23.9,12.8,
Wyoming,Niobrara,45251,39459,51043,2463,16.6,21.2,
Wyoming,Park,55354,49519,61189,28989,20.5,20.1,
Wyoming,Platte,49713,43540,55886,8799,20.4,22.7,
Wyoming,Sheridan,54716,49553,59879,30032,21.6,18.3,
Wyoming,Sublette,77222,67982,86462,10057,24.0,12.6,
Wyoming,Sweetwater,72604,66860,78348,45010,27.0,9.5,
Wyoming,Teton,75348,67768,82928,22930,19.1,12.2,
Wyoming,Uinta,56800,50495,63105,20904,29.8,11.0,
Wyoming,Washakie,50802,45076,56528,8322,23.9,20.1,
Wyoming,Weston,55520,48599,62441,7201,21.6,18.1,
