State,County,Percent Adult Smokers,Percent Uninsured
Kentucky,Boyd,24,16
Kentucky,Boyle,22,17
Kentucky,Bracken,22,19
Kentucky,Breathitt,29,18
Kentucky,Breckinridge,22,20
Kentucky,Bullitt,20,14
Kentucky,Butler,26,21
Kentucky,Caldwell,22,18
Kentucky,Calloway,22,19
Kentucky,Campbell,22,14
Kentucky,Carlisle,22,20
Kentucky,Carroll,27,19
Kentucky,Carter,24,19
Kentucky,Casey,27,23
Kentucky,Christian,27,18
Kentucky,Clark,23,15
Kentucky,Clay,29,18
Kentucky,Clinton,26,20
Kentucky,Crittenden,23,20
Kentucky,Cumberland,25,21
Kentucky,Daviess,21,14
Kentucky,Edmonson,21,22
Kentucky,Elliott,28,20
Kentucky,Estill,26,20
Kentucky,Fayette,23,17
Kentucky,Fleming,25,22
Kentucky,Floyd,29,18
Kentucky,Franklin,21,17
Kentucky,Fulton,26,17
Kentucky,Gallatin,24,19
Kentucky,Garrard,23,20
Kentucky,Grant,23,16
Kentucky,Graves,21,20
Kentucky,Grayson,26,21
Kentucky,Green,24,22
Kentucky,Greenup,22,17
Kentucky,Hancock,22,14
Kentucky,Hardin,22,15
Kentucky,Harlan,28,19
Kentucky,Harrison,23,18
Kentucky,Hart,26,21
Kentucky,Henderson,25,15
Kentucky,Henry,24,18
Kentucky,Hickman,22,19
Kentucky,Hopkins,21,16
Kentucky,Jackson,28,21
Kentucky,Jefferson,22,16
Kentucky,Jessamine,23,17
Kentucky,Johnson,26,18
Kentucky,Kenton,22,14
Kentucky,Knott,26,18
Kentucky,Knox,29,20
Kentucky,Larue,23,19
Kentucky,Laurel,24,18
Kentucky,Lawrence,25,18
Kentucky,Lee,27,18
Kentucky,Leslie,26,19
Kentucky,Letcher,25,17
Kentucky,Lewis,30,21
Kentucky,Lincoln,27,21
Kentucky,Livingston,22,19
Kentucky,Logan,24,19
Kentucky,Lyon,21,18
Kentucky,McCracken,20,15
Kentucky,McCreary,33,21
Kentucky,McLean,24,18
Kentucky,Madison,24,16
Kentucky,Magoffin,28,20
Kentucky,Marion,25,17
Kentucky,Marshall,19,16
Kentucky,Martin,29,17
Kentucky,Mason,24,17
Kentucky,Meade,25,17
Kentucky,Menifee,26,23
Kentucky,Mercer,22,16
Kentucky,Metcalfe,26,21
Kentucky,Monroe,26,22
Kentucky,Montgomery,25,19
Kentucky,Morgan,30,19
Kentucky,Muhlenberg,25,18
Kentucky,Nelson,23,16
Kentucky,Nicholas,22,22
Kentucky,Ohio,24,18
Kentucky,Oldham,18,10
Kentucky,Owen,21,18
Kentucky,Owsley,29,20
Kentucky,Pendleton,22,17
Kentucky,Perry,27,17
Kentucky,Pike,26,17
Kentucky,Powell,27,19
Kentucky,Pulaski,25,18
Kentucky,Robertson,24,20
Kentucky,Rockcastle,26,19
Kentucky,Rowan,24,19
Kentucky,Russell,24,21
Kentucky,Scott,21,14
Kentucky,Shelby,20,18
Kentucky,Simpson,23,16
Kentucky,Spencer,19,15
Kentucky,Taylor,25,19
Kentucky,Todd,24,24
Kentucky,Trigg,21,21
Kentucky,Trimble,22,18
Kentucky,Union,26,17
Kentucky,Warren,23,19
Kentucky,Washington,21,19
Kentucky,Wayne,25,20
Kentucky,Webster,22,18
Kentucky,Whitley,27,18
Kentucky,Wolfe,30,18
Kentucky,Woodford,20,17
Louisiana,Acadia,23,19
Louisiana,Allen,23,19
Louisiana,Ascension,19,15
Louisiana,Assumption,21,19
Louisiana,Avoyelles,25,22
Louisiana,Beauregard,22,19
Louisiana,Bienville,24,20
Louisiana,Bossier,21,17
Louisiana,Caddo,23,19
Louisiana,Calcasieu,25,19
Louisiana,Caldwell,23,21
Louisiana,Cameron,20,19
Louisiana,Catahoula,24,23
Louisiana,Claiborne,24,20
Louisiana,Concordia,27,23
Louisiana,De Soto,24,20
Louisiana,East Baton Rouge,20,18
Louisiana,East Carroll,33,21
Louisiana,East Feliciana,23,19
Louisiana,Evangeline,25,18
Louisiana,Franklin,24,23
Louisiana,Grant,23,19
Louisiana,Iberia,22,20
Louisiana,Iberville,24,17
Louisiana,Jackson,24,19
Louisiana,Jefferson,19,21
Louisiana,Jefferson Davis,22,20
Louisiana,Lafayette,23,18
Louisiana,Lafourche,20,20
Louisiana,La Salle,23,18
Louisiana,Lincoln,25,23
Louisiana,Livingston,23,17
Louisiana,Madison,32,23
Louisiana,Morehouse,26,20
Louisiana,Natchitoches,24,20
Louisiana,Orleans,23,20
Louisiana,Ouachita,23,19
Louisiana,Plaquemines,20,19
Louisiana,Pointe Coupee,21,20
Louisiana,Rapides,25,18
Louisiana,Red River,24,21
Louisiana,Richland,24,22
Louisiana,Sabine,23,23
Louisiana,St. Bernard,24,21
Louisiana,St. Charles,20,16
Louisiana,St. Helena,25,24
Louisiana,St. James,21,17
Louisiana,St. John the Baptist,23,18
Louisiana,St. Landry,25,18
Louisiana,St. Martin,23,20
Louisiana,St. Mary,24,23
Louisiana,St. Tammany,19,17
Louisiana,Tangipahoa,23,21
Louisiana,Tensas,29,22
Louisiana,Terrebonne,23,21
Louisiana,Union,23,21
Louisiana,Vermilion,22,21
Louisiana,Vernon,22,17
Louisiana,Washington,26,21
Louisiana,Webster,24,21
Louisiana,West Baton Rouge,21,16
Louisiana,West Carroll,24,23
Louisiana,West Feliciana,24,16
Louisiana,Winn,25,20
Maine,Androscoggin,18,12
Maine,Aroostook,19,16
Maine,Cumberland,12,12
Maine,Franklin,17,15
Maine,Hancock,18,16
Maine,Kennebec,21,13
Maine,Knox,14,16
Maine,Lincoln,14,17
Maine,Oxford,17,15
Maine,Penobscot,17,14
Maine,Piscataquis,19,16
Maine,Sagadahoc,16,11
Maine,Somerset,21,15
Maine,Waldo,16,14
Maine,Washington,19,19
Maine,York,16,12
Maryland,Allegany,17,11
Maryland,Anne Arundel,13,9
Maryland,Baltimore,15,11
Maryland,Calvert,14,8
Maryland,Caroline,18,14
Maryland,Carroll,13,8
Maryland,Cecil,16,10
Maryland,Charles,14,9
Maryland,Dorchester,17,13
Maryland,Frederick,12,9
Maryland,Garrett,15,13
Maryland,Harford,15,8
Maryland,Howard,10,8
Maryland,Kent,14,14
Maryland,Montgomery,8,12
Maryland,Prince George's,13,17
Maryland,Queen Anne's,14,10
Maryland,St. Mary's,15,9
Maryland,Somerset,20,15
Maryland,Talbot,14,13
Maryland,Washington,17,11
Maryland,Wicomico,18,15
Maryland,Worcester,15,14
Maryland,Baltimore City,21,13
Massachusetts,Barnstable,12,5
Massachusetts,Berkshire,15,4
Massachusetts,Bristol,19,5
Massachusetts,Dukes,15,6
Massachusetts,Essex,15,5
Massachusetts,Franklin,15,4
Massachusetts,Hampden,18,5
Massachusetts,Hampshire,15,4
Massachusetts,Middlesex,12,4
Massachusetts,Nantucket,15,6
Massachusetts,Norfolk,12,3
Massachusetts,Plymouth,17,4
Massachusetts,Suffolk,15,5
Massachusetts,Worcester,16,4
Michigan,Alcona,16,19
Michigan,Alger,17,16
Michigan,Allegan,17,13
Michigan,Alpena,19,14
Michigan,Antrim,16,16
Michigan,Arenac,18,16
Michigan,Baraga,19,16
Michigan,Barry,17,12
Michigan,Bay,18,13
Michigan,Benzie,16,16
Michigan,Berrien,17,15
Michigan,Branch,19,14
Michigan,Calhoun,19,13
Michigan,Cass,17,15
Michigan,Charlevoix,17,14
Michigan,Cheboygan,18,17
Michigan,Chippewa,21,17
Michigan,Clare,20,15
Michigan,Clinton,16,10
Michigan,Crawford,17,14
Michigan,Delta,18,13
Michigan,Dickinson,17,12
Michigan,Eaton,16,10
Michigan,Emmet,16,14
Michigan,Genesee,19,11
Michigan,Gladwin,19,16
Michigan,Gogebic,19,15
Michigan,Grand Traverse,17,12
Michigan,Gratiot,18,12
Michigan,Hillsdale,19,15
Michigan,Houghton,18,15
Michigan,Huron,16,15
Michigan,Ingham,18,12
Michigan,Ionia,19,11
Michigan,Iosco,17,15
Michigan,Iron,16,14
Michigan,Isabella,22,15
Michigan,Jackson,20,12
Michigan,Kalamazoo,16,13
Michigan,Kalkaska,19,16
Michigan,Kent,16,12
Michigan,Keweenaw,16,15
Michigan,Lake,21,17
Michigan,Lapeer,17,12
Michigan,Leelanau,14,16
Michigan,Lenawee,16,13
Michigan,Livingston,15,9
Michigan,Luce,20,14
Michigan,Mackinac,19,20
Michigan,Macomb,20,12
Michigan,Manistee,18,15
Michigan,Marquette,19,13
Michigan,Mason,18,14
Michigan,Mecosta,19,14
Michigan,Menominee,17,14
Michigan,Midland,16,10
Michigan,Missaukee,19,15
Michigan,Monroe,18,11
Michigan,Montcalm,19,14
Michigan,Montmorency,17,17
Michigan,Muskegon,20,12
Michigan,Newaygo,19,14
Michigan,Oakland,14,11
Michigan,Oceana,19,18
Michigan,Ogemaw,18,15
Michigan,Ontonagon,17,16
Michigan,Osceola,20,14
Michigan,Oscoda,19,18
Michigan,Otsego,17,13
Michigan,Ottawa,15,11
Michigan,Presque Isle,16,17
Michigan,Roscommon,19,16
Michigan,Saginaw,18,12
Michigan,St. Clair,17,12
Michigan,St. Joseph,19,14
Michigan,Sanilac,18,15
Michigan,Schoolcraft,19,16
Michigan,Shiawassee,17,13
Michigan,Tuscola,17,14
Michigan,Van Buren,19,16
Michigan,Washtenaw,14,10
Michigan,Wayne,22,16
Michigan,Wexford,19,14
Minnesota,Aitkin,16,13
Minnesota,Anoka,16,9
Minnesota,Becker,17,12
Minnesota,Beltrami,19,14
Minnesota,Benton,18,9
Minnesota,Big Stone,15,10
Minnesota,Blue Earth,18,9
Minnesota,Brown,15,8
Minnesota,Carlton,19,10
Minnesota,Carver,13,6
Minnesota,Cass,18,14
Minnesota,Chippewa,16,11
Minnesota,Chisago,16,8
Minnesota,Clay,16,9
Minnesota,Clearwater,19,13
Minnesota,Cook,17,14
Minnesota,Cottonwood,16,10
Minnesota,Crow Wing,17,10
Minnesota,Dakota,14,8
Minnesota,Dodge,15,8
Minnesota,Douglas,15,8
Minnesota,Faribault,15,10
Minnesota,Fillmore,16,11
Minnesota,Freeborn,16,11
Minnesota,Goodhue,17,9
Minnesota,Grant,15,10
Minnesota,Hennepin,14,10
Minnesota,Houston,16,9
Minnesota,Hubbard,17,12
Minnesota,Isanti,17,9
Minnesota,Itasca,18,11
Minnesota,Jackson,15,8
Minnesota,Kanabec,18,11
Minnesota,Kandiyohi,16,10
Minnesota,Kittson,16,9
Minnesota,Koochiching,17,12
Minnesota,Lac qui Parle,14,9
Minnesota,Lake,15,9
Minnesota,Lake of the Woods,16,12
Minnesota,Le Sueur,15,9
Minnesota,Lincoln,15,10
Minnesota,Lyon,15,10
Minnesota,McLeod,15,8
Minnesota,Mahnomen,25,14
Minnesota,Marshall,14,11
Minnesota,Martin,15,9
Minnesota,Meeker,16,10
Minnesota,Mille Lacs,19,11
Minnesota,Morrison,17,11
Minnesota,Mower,17,13
Minnesota,Murray,15,10
Minnesota,Nicollet,16,7
Minnesota,Nobles,17,16
Minnesota,Norman,17,10
Minnesota,Olmsted,13,8
Minnesota,Otter Tail,15,10
Minnesota,Pennington,16,8
Minnesota,Pine,19,12
Minnesota,Pipestone,16,11
Minnesota,Polk,18,10
Minnesota,Pope,15,9
Minnesota,Ramsey,16,12
Minnesota,Red Lake,16,11
Minnesota,Redwood,17,11
Minnesota,Renville,15,10
Minnesota,Rice,16,10
Minnesota,Rock,15,10
Minnesota,Roseau,16,9
Minnesota,St. Louis,19,10
Minnesota,Scott,14,8
Minnesota,Sherburne,16,7
Minnesota,Sibley,15,11
Minnesota,Stearns,15,9
Minnesota,Steele,16,7
Minnesota,Stevens,17,9
Minnesota,Swift,16,9
Minnesota,Todd,17,14
Minnesota,Traverse,16,12
Minnesota,Wabasha,14,9
Minnesota,Wadena,17,11
Minnesota,Waseca,16,9
Minnesota,Washington,13,6
Minnesota,Watonwan,15,15
Minnesota,Wilkin,16,8
Minnesota,Winona,17,10
Minnesota,Wright,16,7
Minnesota,Yellow Medicine,15,10
Mississippi,Adams,22,21
Mississippi,Alcorn,20,20
Mississippi,Amite,21,23
Mississippi,Attala,20,19
Mississippi,Benton,21,22
Mississippi,Bolivar,23,20
Mississippi,Calhoun,20,24
Mississippi,Carroll,19,24
Mississippi,Chickasaw,22,21
Mississippi,Choctaw,20,20
Mississippi,Claiborne,26,20
Mississippi,Clarke,19,20
Mississippi,Clay,20,21
Mississippi,Coahoma,25,19
Mississippi,Copiah,21,20
Mississippi,Covington,20,23
Mississippi,DeSoto,17,17
Mississippi,Forrest,22,21
Mississippi,Franklin,20,21
Mississippi,George,18,20
Mississippi,Greene,20,22
Mississippi,Grenada,19,19
Mississippi,Hancock,20,23
Mississippi,Harrison,21,21
Mississippi,Hinds,21,20
Mississippi,Holmes,27,21
Mississippi,Humphreys,27,21
Mississippi,Issaquena,25,22
Mississippi,Itawamba,19,20
Mississippi,Jackson,18,20
Mississippi,Jasper,22,21
Mississippi,Jefferson,27,21
Mississippi,Jefferson Davis,24,23
Mississippi,Jones,20,21
Mississippi,Kemper,22,24
Mississippi,Lafayette,20,21
Mississippi,Lamar,18,18
Mississippi,Lauderdale,20,19
Mississippi,Lawrence,19,20
Mississippi,Leake,22,26
Mississippi,Lee,19,17
Mississippi,Leflore,24,21
Mississippi,Lincoln,20,20
Mississippi,Lowndes,20,19
Mississippi,Madison,17,15
Mississippi,Marion,23,22
Mississippi,Marshall,20,23
Mississippi,Monroe,20,20
Mississippi,Montgomery,20,21
Mississippi,Neshoba,22,24
Mississippi,Newton,19,22
Mississippi,Noxubee,24,24
Mississippi,Oktibbeha,21,20
Mississippi,Panola,21,21
Mississippi,Pearl River,19,21
Mississippi,Perry,20,22
Mississippi,Pike,21,19
Mississippi,Pontotoc,18,21
Mississippi,Prentiss,20,21
Mississippi,Quitman,27,23
Mississippi,Rankin,18,15
Mississippi,Scott,21,26
Mississippi,Sharkey,24,20
Mississippi,Simpson,20,21
Mississippi,Smith,18,22
Mississippi,Stone,19,21
Mississippi,Sunflower,23,21
Mississippi,Tallahatchie,21,22
Mississippi,Tate,21,20
Mississippi,Tippah,21,22
Mississippi,Tishomingo,19,21
Mississippi,Tunica,24,17
Mississippi,Union,20,22
Mississippi,Walthall,20,24
Mississippi,Warren,20,19
Mississippi,Washington,24,20
Mississippi,Wayne,21,21
Mississippi,Webster,20,22
Mississippi,Wilkinson,22,20
Mississippi,Winston,22,21
Mississippi,Yalobusha,20,19
Mississippi,Yazoo,23,20
